date,EPS_10YR,EPS_10YR_pred
10/1/2011,-0.019097358,0.118314286
11/1/2011,-0.01889934,0.107496803
12/1/2011,-0.024589454,0.09596998
1/1/2012,0.054724168,0.064902061
2/1/2012,0.056006488,0.054048862
3/1/2012,0.055290211,0.041191303
4/1/2012,-0.052423164,0.145089217
5/1/2012,-0.042910968,0.131628062
6/1/2012,-0.041110968,0.122288267
7/1/2012,-0.080468393,0.177207928
8/1/2012,-0.081968393,0.185111447
9/1/2012,-0.080109665,-0.057728395
10/1/2012,-0.013894054,0.01536108
11/1/2012,-0.0165,0.135224527
12/1/2012,-0.01599934,0.152376868
1/1/2013,0.040045235,0.152790823
2/1/2013,0.035556752,0.104024259
3/1/2013,0.037018197,0.072874252
4/1/2013,0.13903411,0.033514359
5/1/2013,0.134594624,0.049729272
6/1/2013,0.132263623,0.045951455
7/1/2013,0.136330974,0.016623216
8/1/2013,0.134730974,0.021260622
9/1/2013,0.124427113,0.017615523
10/1/2013,0.25102311,0.083819963
11/1/2013,0.247022881,-0.004342805
12/1/2013,0.236260912,-0.008025434
1/1/2014,-0.004334232,0.084280138
2/1/2014,-0.002834232,0.066702557
3/1/2014,0.000751831,0.000638216
4/1/2014,0.066706898,-0.01851926
5/1/2014,0.069510406,-0.021269399
6/1/2014,0.066504811,-0.047759202
7/1/2014,0.08943469,-0.020246134
8/1/2014,0.089309675,-0.04091008
9/1/2014,0.08953469,-0.017714689
10/1/2014,-0.155762209,-0.015231292
11/1/2014,-0.15184037,-0.015402192
12/1/2014,-0.154862209,-0.041149251
1/1/2015,-0.129186533,0.033558588
2/1/2015,-0.137703214,0.034768254
3/1/2015,-0.135088937,0.019634183
4/1/2015,-0.180172815,0.144976628
5/1/2015,-0.185833358,0.155941423
6/1/2015,-0.189468032,0.147368957
7/1/2015,-0.188051263,0.216342742
8/1/2015,-0.186551263,0.25248883
9/1/2015,-0.194653703,-0.193740547
10/1/2015,-0.187583666,-0.18219951
11/1/2015,-0.192523771,-0.207953519
12/1/2015,-0.195353703,-0.218142115
1/1/2016,-0.024494066,-0.201838991
2/1/2016,-0.020197362,-0.271759831
3/1/2016,-0.024883527,-0.351496874
4/1/2016,0.002491825,-0.428260303
5/1/2016,0.004939775,-0.419032866
6/1/2016,0.009093107,-0.439988573
7/1/2016,0.086649336,-0.665476304
8/1/2016,0.087361409,-0.788054168
9/1/2016,0.087974914,-0.79778722
10/1/2016,0.25962311,-0.705500149
11/1/2016,0.243860912,-0.688603236
12/1/2016,0.240360912,-0.666752118
1/1/2017,0.243941795,-0.270468359
2/1/2017,0.247029113,-0.246698709
3/1/2017,0.233036783,0.238101118
4/1/2017,0.135006087,0.232643965
5/1/2017,0.13363411,0.216690461
6/1/2017,0.13473411,0.2036748
7/1/2017,0.10362503,0.255486292
8/1/2017,0.098049216,0.248021945
9/1/2017,0.100815179,0.242582409
10/1/2017,0.087263975,0.15688558
11/1/2017,0.082089853,0.125972412
12/1/2017,0.084224038,0.116347571
1/1/2018,0.19695365,0.091208353
2/1/2018,0.188394444,0.071220779
3/1/2018,0.19003191,0.052115563
4/1/2018,0.242529113,0.10136973
5/1/2018,0.235460912,0.067287334
6/1/2018,0.233186454,0.043209923
7/1/2018,0.261904443,0.070799312
8/1/2018,0.255852035,0.059324278
9/1/2018,0.250229813,0.242775333
10/1/2018,0.032715939,0.233369151
11/1/2018,0.031746181,0.216808036
12/1/2018,0.033377812,0.199968421
1/1/2019,0.030781024,0.256656395
2/1/2019,0.038687087,0.260494827
3/1/2019,0.037246181,0.273103614
4/1/2019,-0.001034232,0.210063858
5/1/2019,0.002721794,0.205431221
6/1/2019,0.003565768,0.198384471
7/1/2019,-0.086895885,0.168555488
8/1/2019,-0.082595885,0.15924709
9/1/2019,-0.087793397,0.132767627
10/1/2019,0.20133191,0.211847236
11/1/2019,0.191730407,0.200749775
12/1/2019,0.191230407,0.188350888
1/1/2020,-0.511683766,0.206575517
2/1/2020,-0.529885906,0.190859563
3/1/2020,-0.545975238,-0.525539466
4/1/2020,-0.46075407,-0.532631833
5/1/2020,-0.474473969,-0.538855985
6/1/2020,-0.496867407,-0.535463287
7/1/2020,-0.047400859,-0.408438596
8/1/2020,-0.043072249,-0.393831296
9/1/2020,-0.050307511,-0.39411066
10/1/2020,-0.161491574,-0.394646555
11/1/2020,-0.163320902,-0.353616702
12/1/2020,-0.170072815,-0.325469766
1/1/2021,-0.00959934,-0.369274292
2/1/2021,-0.014997362,-0.503400268
3/1/2021,-0.013697358,-0.530398235
