Entity,Code,Day,total_vaccinations
Colombia,COL,2021-06-22,15682435
Colombia,COL,2021-06-23,16038817
Colombia,COL,2021-06-24,16365857
Colombia,COL,2021-06-25,16693732
Colombia,COL,2021-06-26,17024426
Colombia,COL,2021-06-27,17227818
Colombia,COL,2021-06-28,17570929
Colombia,COL,2021-06-29,17941952
Colombia,COL,2021-06-30,18281743
Colombia,COL,2021-07-01,18578199
Colombia,COL,2021-07-02,18857607
Colombia,COL,2021-07-03,19115730
Colombia,COL,2021-07-04,19264851
Colombia,COL,2021-07-05,19436143
Colombia,COL,2021-07-07,20198661
Colombia,COL,2021-07-10,20605186
Colombia,COL,2021-07-11,21641395
Colombia,COL,2021-07-12,21911121
Colombia,COL,2021-07-14,22624568
Colombia,COL,2021-07-15,22942717
Colombia,COL,2021-07-17,23486275
Colombia,COL,2021-07-18,23631963
Colombia,COL,2021-07-19,23832572
Colombia,COL,2021-07-20,24000509
Colombia,COL,2021-07-22,24535783
Colombia,COL,2021-07-23,24826407
Colombia,COL,2021-07-25,25352932
Colombia,COL,2021-07-26,25641086
Colombia,COL,2021-07-28,26186714
Colombia,COL,2021-07-29,26515327
Colombia,COL,2021-07-31,27524377
Colombia,COL,2021-08-01,27751197
Colombia,COL,2021-08-02,28152320
Colombia,COL,2021-08-03,28608522
Colombia,COL,2021-08-04,29013935
Colombia,COL,2021-08-05,29416582
Colombia,COL,2021-08-07,30244618
Colombia,COL,2021-08-08,30379000
Colombia,COL,2021-08-09,30639657
Colombia,COL,2021-08-10,30883739
Colombia,COL,2021-08-11,31149291
Colombia,COL,2021-08-12,31376085
Colombia,COL,2021-08-13,31553173
Colombia,COL,2021-08-14,31769498
Colombia,COL,2021-08-15,31865446
Colombia,COL,2021-08-17,32192874
Colombia,COL,2021-08-18,32463196
Colombia,COL,2021-08-19,32741710
Colombia,COL,2021-08-20,33005580
Colombia,COL,2021-08-21,33255471
Colombia,COL,2021-08-22,33405365
Comoros,COM,2021-04-21,13440
Comoros,COM,2021-05-12,43728
Comoros,COM,2021-05-18,44975
Comoros,COM,2021-05-21,58440
Comoros,COM,2021-05-26,80023
Comoros,COM,2021-05-31,83907
Comoros,COM,2021-06-08,84360
Comoros,COM,2021-07-05,90880
Comoros,COM,2021-07-24,125960
Comoros,COM,2021-08-03,162450
Comoros,COM,2021-08-09,188875
Comoros,COM,2021-08-16,216123
Comoros,COM,2021-08-20,239158
Congo,COG,2021-04-14,14297
Congo,COG,2021-05-12,38151
Congo,COG,2021-05-18,38268
Congo,COG,2021-06-08,55445
Congo,COG,2021-06-10,57613
Congo,COG,2021-06-14,60745
Congo,COG,2021-06-15,62231
Congo,COG,2021-06-20,67511
Congo,COG,2021-06-23,102642
Congo,COG,2021-06-30,116110
Congo,COG,2021-07-15,163742
Congo,COG,2021-07-29,198698
Congo,COG,2021-08-12,255988
Congo,COG,2021-08-19,273790
Cook Islands,COK,2021-05-25,4363
Cook Islands,COK,2021-06-01,8291
Cook Islands,COK,2021-06-08,9564
Cook Islands,COK,2021-06-15,12254
Cook Islands,COK,2021-06-21,17556
Cook Islands,COK,2021-06-29,18942
Cook Islands,COK,2021-07-20,20509
Costa Rica,CRI,2020-12-24,55
Costa Rica,CRI,2021-01-03,2455
Costa Rica,CRI,2021-01-08,9751
Costa Rica,CRI,2021-01-15,24859
Costa Rica,CRI,2021-01-18,29389
Costa Rica,CRI,2021-01-25,48128
Costa Rica,CRI,2021-02-01,57701
Costa Rica,CRI,2021-02-08,75113
Costa Rica,CRI,2021-02-15,96948
Costa Rica,CRI,2021-02-22,101183
Costa Rica,CRI,2021-03-01,149812
Costa Rica,CRI,2021-03-05,193273
Costa Rica,CRI,2021-03-08,204586
Costa Rica,CRI,2021-03-12,241724
Costa Rica,CRI,2021-03-15,248082
Costa Rica,CRI,2021-03-22,312425
Costa Rica,CRI,2021-03-24,348037
Costa Rica,CRI,2021-03-29,384355
Costa Rica,CRI,2021-04-06,504930
Costa Rica,CRI,2021-04-12,586799
Costa Rica,CRI,2021-04-19,698327
Costa Rica,CRI,2021-04-26,818884
Costa Rica,CRI,2021-05-03,950252
Costa Rica,CRI,2021-05-10,1093931
Costa Rica,CRI,2021-05-17,1251900
Costa Rica,CRI,2021-05-24,1457802
Costa Rica,CRI,2021-06-01,1658685
Costa Rica,CRI,2021-06-07,1906177
Costa Rica,CRI,2021-06-14,2150520
Costa Rica,CRI,2021-06-22,2331030
Costa Rica,CRI,2021-06-28,2440385
Costa Rica,CRI,2021-07-05,2521795
Costa Rica,CRI,2021-07-13,2606791
Costa Rica,CRI,2021-07-19,2812795
Costa Rica,CRI,2021-07-26,3424278
Costa Rica,CRI,2021-08-09,3643509
Costa Rica,CRI,2021-08-16,3848155
Costa Rica,CRI,2021-08-23,4033022
Cote d'Ivoire,CIV,2021-03-01,0
Cote d'Ivoire,CIV,2021-03-06,2058
Cote d'Ivoire,CIV,2021-03-08,2924
Cote d'Ivoire,CIV,2021-03-09,4363
Cote d'Ivoire,CIV,2021-03-10,8802
Cote d'Ivoire,CIV,2021-03-14,14937
Cote d'Ivoire,CIV,2021-03-15,15181
Cote d'Ivoire,CIV,2021-03-16,17448
Cote d'Ivoire,CIV,2021-03-17,19113
Cote d'Ivoire,CIV,2021-03-18,20766
Cote d'Ivoire,CIV,2021-03-19,22443
Cote d'Ivoire,CIV,2021-03-20,24171
Cote d'Ivoire,CIV,2021-03-21,24639
Cote d'Ivoire,CIV,2021-03-22,24728
Cote d'Ivoire,CIV,2021-03-23,26079
Cote d'Ivoire,CIV,2021-03-24,27886
Cote d'Ivoire,CIV,2021-03-25,29535
Cote d'Ivoire,CIV,2021-03-26,31104
Cote d'Ivoire,CIV,2021-03-27,33395
Cote d'Ivoire,CIV,2021-03-29,34388
Cote d'Ivoire,CIV,2021-03-30,37367
Cote d'Ivoire,CIV,2021-03-31,40153
Cote d'Ivoire,CIV,2021-04-01,42725
Cote d'Ivoire,CIV,2021-04-02,45247
Cote d'Ivoire,CIV,2021-04-03,47968
Cote d'Ivoire,CIV,2021-04-04,49642
Cote d'Ivoire,CIV,2021-04-06,49948
Cote d'Ivoire,CIV,2021-04-08,53071
Cote d'Ivoire,CIV,2021-04-09,60823
Cote d'Ivoire,CIV,2021-04-10,66496
Cote d'Ivoire,CIV,2021-04-11,68843
Cote d'Ivoire,CIV,2021-04-14,83425
Cote d'Ivoire,CIV,2021-04-15,87267
Cote d'Ivoire,CIV,2021-04-16,91901
Cote d'Ivoire,CIV,2021-04-17,93540
Cote d'Ivoire,CIV,2021-04-18,94818
Cote d'Ivoire,CIV,2021-04-21,105110
Cote d'Ivoire,CIV,2021-04-22,109077
Cote d'Ivoire,CIV,2021-04-23,113224
Cote d'Ivoire,CIV,2021-04-24,117227
Cote d'Ivoire,CIV,2021-04-25,118875
Cote d'Ivoire,CIV,2021-04-26,119663
Cote d'Ivoire,CIV,2021-04-27,125958
Cote d'Ivoire,CIV,2021-04-28,132434
Cote d'Ivoire,CIV,2021-04-29,140270
Cote d'Ivoire,CIV,2021-04-30,149037
Cote d'Ivoire,CIV,2021-05-01,158981
Cote d'Ivoire,CIV,2021-05-02,163176
Cote d'Ivoire,CIV,2021-05-03,168419
Cote d'Ivoire,CIV,2021-05-04,183301
Cote d'Ivoire,CIV,2021-05-05,197492
Cote d'Ivoire,CIV,2021-05-06,215010
Cote d'Ivoire,CIV,2021-05-07,235747
Cote d'Ivoire,CIV,2021-05-08,252317
Cote d'Ivoire,CIV,2021-05-09,262639
Cote d'Ivoire,CIV,2021-05-10,267032
Cote d'Ivoire,CIV,2021-05-11,280799
Cote d'Ivoire,CIV,2021-05-12,292537
Cote d'Ivoire,CIV,2021-05-13,295309
Cote d'Ivoire,CIV,2021-05-14,301497
Cote d'Ivoire,CIV,2021-05-15,321020
Cote d'Ivoire,CIV,2021-05-16,333793
Cote d'Ivoire,CIV,2021-05-17,340049
Cote d'Ivoire,CIV,2021-05-18,366285
Cote d'Ivoire,CIV,2021-05-19,391085
Cote d'Ivoire,CIV,2021-05-20,418455
Cote d'Ivoire,CIV,2021-05-21,447449
Cote d'Ivoire,CIV,2021-05-22,473098
Cote d'Ivoire,CIV,2021-05-23,486231
Cote d'Ivoire,CIV,2021-05-24,491146
Cote d'Ivoire,CIV,2021-05-25,496319
Cote d'Ivoire,CIV,2021-05-27,528084
Cote d'Ivoire,CIV,2021-05-28,535748
Cote d'Ivoire,CIV,2021-05-29,540245
Cote d'Ivoire,CIV,2021-05-31,541449
Cote d'Ivoire,CIV,2021-06-01,543663
Cote d'Ivoire,CIV,2021-06-02,555472
Cote d'Ivoire,CIV,2021-06-03,567488
Cote d'Ivoire,CIV,2021-06-05,593683
Cote d'Ivoire,CIV,2021-06-06,602540
Cote d'Ivoire,CIV,2021-06-07,606907
Cote d'Ivoire,CIV,2021-06-08,625780
Cote d'Ivoire,CIV,2021-06-09,644253
Cote d'Ivoire,CIV,2021-06-10,662848
Cote d'Ivoire,CIV,2021-06-11,675294
Cote d'Ivoire,CIV,2021-06-12,686626
Cote d'Ivoire,CIV,2021-06-13,692523
Cote d'Ivoire,CIV,2021-06-14,694950
Cote d'Ivoire,CIV,2021-06-15,705051
Cote d'Ivoire,CIV,2021-06-16,712777
Cote d'Ivoire,CIV,2021-06-17,718197
Cote d'Ivoire,CIV,2021-06-18,722073
Cote d'Ivoire,CIV,2021-06-19,724592
Cote d'Ivoire,CIV,2021-06-20,725916
Cote d'Ivoire,CIV,2021-06-21,733375
Cote d'Ivoire,CIV,2021-06-22,735677
Cote d'Ivoire,CIV,2021-06-23,737314
Cote d'Ivoire,CIV,2021-06-24,738763
Cote d'Ivoire,CIV,2021-06-25,740391
Cote d'Ivoire,CIV,2021-06-28,745327
Cote d'Ivoire,CIV,2021-06-29,749368
Cote d'Ivoire,CIV,2021-06-30,757113
Cote d'Ivoire,CIV,2021-07-01,768039
Cote d'Ivoire,CIV,2021-07-02,780623
Cote d'Ivoire,CIV,2021-07-03,791306
Cote d'Ivoire,CIV,2021-07-04,797907
Cote d'Ivoire,CIV,2021-07-05,801089
Cote d'Ivoire,CIV,2021-07-06,814945
Cote d'Ivoire,CIV,2021-07-07,825286
Cote d'Ivoire,CIV,2021-07-08,835163
Cote d'Ivoire,CIV,2021-07-09,850857
Cote d'Ivoire,CIV,2021-07-12,857406
Cote d'Ivoire,CIV,2021-07-13,861278
Cote d'Ivoire,CIV,2021-07-14,866611
Cote d'Ivoire,CIV,2021-07-15,874736
Cote d'Ivoire,CIV,2021-07-16,883862
Cote d'Ivoire,CIV,2021-07-17,891966
Cote d'Ivoire,CIV,2021-07-18,896350
Cote d'Ivoire,CIV,2021-07-19,898247
Cote d'Ivoire,CIV,2021-07-20,905475
Cote d'Ivoire,CIV,2021-07-21,906089
Cote d'Ivoire,CIV,2021-07-23,918433
Cote d'Ivoire,CIV,2021-07-24,925083
Cote d'Ivoire,CIV,2021-07-25,933816
Cote d'Ivoire,CIV,2021-07-26,935111
Cote d'Ivoire,CIV,2021-07-27,943437
Cote d'Ivoire,CIV,2021-07-28,959349
Cote d'Ivoire,CIV,2021-07-29,975086
Cote d'Ivoire,CIV,2021-07-30,990305
Cote d'Ivoire,CIV,2021-07-31,1008244
Cote d'Ivoire,CIV,2021-08-01,1019898
Cote d'Ivoire,CIV,2021-08-02,1023548
Cote d'Ivoire,CIV,2021-08-03,1067141
Cote d'Ivoire,CIV,2021-08-04,1098505
Cote d'Ivoire,CIV,2021-08-05,1117143
Cote d'Ivoire,CIV,2021-08-06,1120944
Cote d'Ivoire,CIV,2021-08-07,1138231
Cote d'Ivoire,CIV,2021-08-08,1143268
Cote d'Ivoire,CIV,2021-08-09,1147868
Cote d'Ivoire,CIV,2021-08-10,1165391
Cote d'Ivoire,CIV,2021-08-11,1181287
Cote d'Ivoire,CIV,2021-08-12,1194760
Cote d'Ivoire,CIV,2021-08-13,1206541
Cote d'Ivoire,CIV,2021-08-14,1215526
Cote d'Ivoire,CIV,2021-08-16,1227516
Cote d'Ivoire,CIV,2021-08-17,1246309
Cote d'Ivoire,CIV,2021-08-18,1246309
Cote d'Ivoire,CIV,2021-08-19,1253326
Cote d'Ivoire,CIV,2021-08-20,1264058
Cote d'Ivoire,CIV,2021-08-21,1268988
Cote d'Ivoire,CIV,2021-08-22,1274083
Cote d'Ivoire,CIV,2021-08-23,1275868
Cote d'Ivoire,CIV,2021-08-24,1287881
Croatia,HRV,2020-12-30,7864
Croatia,HRV,2021-01-03,12285
Croatia,HRV,2021-01-05,13798
Croatia,HRV,2021-01-07,20603
Croatia,HRV,2021-01-08,24985
Croatia,HRV,2021-01-09,30000
Croatia,HRV,2021-01-13,34553
Croatia,HRV,2021-01-14,38000
Croatia,HRV,2021-01-15,41532
Croatia,HRV,2021-01-16,45906
Croatia,HRV,2021-01-19,54304
Croatia,HRV,2021-01-22,64951
Croatia,HRV,2021-01-25,69984
Croatia,HRV,2021-01-29,80000
Croatia,HRV,2021-02-01,83928
Croatia,HRV,2021-02-03,87929
Croatia,HRV,2021-02-04,95505
Croatia,HRV,2021-02-09,102207
Croatia,HRV,2021-02-11,112774
Croatia,HRV,2021-02-15,120603
Croatia,HRV,2021-02-18,142222
Croatia,HRV,2021-02-22,166146
Croatia,HRV,2021-02-24,184076
Croatia,HRV,2021-02-25,194267
Croatia,HRV,2021-03-01,213068
Croatia,HRV,2021-03-04,242000
Croatia,HRV,2021-03-08,265223
Croatia,HRV,2021-03-12,300956
Croatia,HRV,2021-03-19,365082
Croatia,HRV,2021-03-22,390657
Croatia,HRV,2021-03-26,416745
Croatia,HRV,2021-03-28,430396
Croatia,HRV,2021-03-31,476499
Croatia,HRV,2021-04-01,498417
Croatia,HRV,2021-04-02,517112
Croatia,HRV,2021-04-04,524371
Croatia,HRV,2021-04-06,526414
Croatia,HRV,2021-04-07,533409
Croatia,HRV,2021-04-08,543436
Croatia,HRV,2021-04-09,565785
Croatia,HRV,2021-04-10,583931
Croatia,HRV,2021-04-11,588183
Croatia,HRV,2021-04-12,595369
Croatia,HRV,2021-04-13,605423
Croatia,HRV,2021-04-14,617516
Croatia,HRV,2021-04-15,643834
Croatia,HRV,2021-04-16,671839
Croatia,HRV,2021-04-17,691265
Croatia,HRV,2021-04-18,693530
Croatia,HRV,2021-04-19,698032
Croatia,HRV,2021-04-20,708960
Croatia,HRV,2021-04-21,726315
Croatia,HRV,2021-04-22,746878
Croatia,HRV,2021-04-23,770221
Croatia,HRV,2021-04-24,785869
Croatia,HRV,2021-04-25,795597
Croatia,HRV,2021-04-26,798717
Croatia,HRV,2021-04-27,812984
Croatia,HRV,2021-04-28,825839
Croatia,HRV,2021-04-29,872726
Croatia,HRV,2021-04-30,901120
Croatia,HRV,2021-05-01,907575
Croatia,HRV,2021-05-02,908839
Croatia,HRV,2021-05-03,921527
Croatia,HRV,2021-05-04,944398
Croatia,HRV,2021-05-05,979181
Croatia,HRV,2021-05-06,1025701
Croatia,HRV,2021-05-07,1078760
Croatia,HRV,2021-05-08,1117709
Croatia,HRV,2021-05-09,1131607
Croatia,HRV,2021-05-10,1154319
Croatia,HRV,2021-05-11,1186581
Croatia,HRV,2021-05-13,1268281
Croatia,HRV,2021-05-14,1310456
Croatia,HRV,2021-05-15,1346991
Croatia,HRV,2021-05-16,1349447
Croatia,HRV,2021-05-17,1369969
Croatia,HRV,2021-05-18,1406279
Croatia,HRV,2021-05-19,1450169
Croatia,HRV,2021-05-21,1549368
Croatia,HRV,2021-05-22,1581292
Croatia,HRV,2021-05-23,1582821
Croatia,HRV,2021-05-24,1605287
Croatia,HRV,2021-05-25,1608291
Croatia,HRV,2021-05-26,1645332
Croatia,HRV,2021-05-27,1686585
Croatia,HRV,2021-05-28,1722430
Croatia,HRV,2021-05-29,1748726
Croatia,HRV,2021-05-30,1751087
Croatia,HRV,2021-05-31,1773289
Croatia,HRV,2021-06-01,1803557
Croatia,HRV,2021-06-02,1847314
Croatia,HRV,2021-06-03,1855003
Croatia,HRV,2021-06-04,1885772
Croatia,HRV,2021-06-05,1902092
Croatia,HRV,2021-06-06,1903673
Croatia,HRV,2021-06-07,1920656
Croatia,HRV,2021-06-08,1947784
Croatia,HRV,2021-06-10,2042889
Croatia,HRV,2021-06-11,2087157
Croatia,HRV,2021-06-13,2139816
Croatia,HRV,2021-06-14,2164874
Croatia,HRV,2021-06-15,2196552
Croatia,HRV,2021-06-16,2219196
Croatia,HRV,2021-06-18,2318428
Croatia,HRV,2021-06-20,2359472
Croatia,HRV,2021-06-21,2379658
Croatia,HRV,2021-06-22,2389633
Croatia,HRV,2021-06-23,2424695
Croatia,HRV,2021-06-25,2502912
Croatia,HRV,2021-06-26,2524626
Croatia,HRV,2021-06-27,2529612
Croatia,HRV,2021-06-28,2545040
Croatia,HRV,2021-06-29,2573481
Croatia,HRV,2021-07-02,2633195
Croatia,HRV,2021-07-03,2664327
Croatia,HRV,2021-07-04,2669307
Croatia,HRV,2021-07-05,2687515
Croatia,HRV,2021-07-06,2714126
Croatia,HRV,2021-07-07,2741251
Croatia,HRV,2021-07-09,2792456
Croatia,HRV,2021-07-10,2814234
Croatia,HRV,2021-07-11,2817143
Croatia,HRV,2021-07-12,2833080
Croatia,HRV,2021-07-13,2848709
Croatia,HRV,2021-07-14,2870866
Croatia,HRV,2021-07-16,2906350
Croatia,HRV,2021-07-17,2915530
Croatia,HRV,2021-07-18,2917001
Croatia,HRV,2021-07-19,2930768
Croatia,HRV,2021-07-20,2948798
Croatia,HRV,2021-07-21,2965335
Croatia,HRV,2021-07-22,2980716
Croatia,HRV,2021-07-23,2997335
Croatia,HRV,2021-07-25,3008752
Croatia,HRV,2021-07-26,3018451
Croatia,HRV,2021-07-27,3031563
Croatia,HRV,2021-07-28,3042701
Croatia,HRV,2021-07-30,3068657
Croatia,HRV,2021-07-31,3078364
Croatia,HRV,2021-08-01,3080719
Croatia,HRV,2021-08-02,3091467
Croatia,HRV,2021-08-03,3099209
Croatia,HRV,2021-08-04,3109586
Croatia,HRV,2021-08-05,3110259
Croatia,HRV,2021-08-06,3118842
Croatia,HRV,2021-08-07,3123548
Croatia,HRV,2021-08-08,3125230
Croatia,HRV,2021-08-09,3131892
Croatia,HRV,2021-08-10,3140874
Croatia,HRV,2021-08-11,3148900
Croatia,HRV,2021-08-12,3157783
Croatia,HRV,2021-08-13,3166258
Croatia,HRV,2021-08-15,3170096
Croatia,HRV,2021-08-16,3176538
Croatia,HRV,2021-08-17,3182592
Croatia,HRV,2021-08-18,3191520
Croatia,HRV,2021-08-19,3200638
Croatia,HRV,2021-08-20,3208101
Croatia,HRV,2021-08-21,3212084
Croatia,HRV,2021-08-22,3212783
Croatia,HRV,2021-08-23,3219595
Cuba,CUB,2021-05-31,2037745
Cuba,CUB,2021-06-01,2223826
Cuba,CUB,2021-06-02,2408135
Cuba,CUB,2021-06-03,2592575
Cuba,CUB,2021-06-04,2734854
Cuba,CUB,2021-06-05,2844682
Cuba,CUB,2021-06-06,2882587
Cuba,CUB,2021-06-07,2946572
Cuba,CUB,2021-06-08,3016266
Cuba,CUB,2021-06-09,3128573
Cuba,CUB,2021-06-10,3272579
Cuba,CUB,2021-06-11,3419657
Cuba,CUB,2021-06-12,3583709
Cuba,CUB,2021-06-13,3632080
Cuba,CUB,2021-06-14,3848406
Cuba,CUB,2021-06-15,4084278
Cuba,CUB,2021-06-16,4328291
Cuba,CUB,2021-06-17,4536882
Cuba,CUB,2021-06-18,4721599
Cuba,CUB,2021-06-19,4855270
Cuba,CUB,2021-06-20,4892044
Cuba,CUB,2021-06-21,4979420
Cuba,CUB,2021-06-22,5113926
Cuba,CUB,2021-06-23,5229916
Cuba,CUB,2021-06-24,5328292
Cuba,CUB,2021-06-25,5492355
Cuba,CUB,2021-06-26,5591222
Cuba,CUB,2021-06-27,5676321
Cuba,CUB,2021-06-28,5848491
Cuba,CUB,2021-06-29,5988743
Cuba,CUB,2021-06-30,6132569
Cuba,CUB,2021-07-01,6394334
Cuba,CUB,2021-07-02,6572661
Cuba,CUB,2021-07-03,6675818
Cuba,CUB,2021-07-04,6718887
Cuba,CUB,2021-07-05,6759085
Cuba,CUB,2021-07-06,6833720
Cuba,CUB,2021-07-07,7005786
Cuba,CUB,2021-07-08,7160316
Cuba,CUB,2021-07-09,7275137
Cuba,CUB,2021-07-10,7469503
Cuba,CUB,2021-07-11,7507406
Cuba,CUB,2021-07-12,7618028
Cuba,CUB,2021-07-13,7767601
Cuba,CUB,2021-07-14,7900105
Cuba,CUB,2021-07-15,8029388
Cuba,CUB,2021-07-16,8146748
Cuba,CUB,2021-07-17,8225205
Cuba,CUB,2021-07-18,8260167
Cuba,CUB,2021-07-19,8316836
Cuba,CUB,2021-07-20,8388988
Cuba,CUB,2021-07-21,8546995
Cuba,CUB,2021-07-22,8681522
Cuba,CUB,2021-07-23,8804553
Cuba,CUB,2021-07-24,8900350
Cuba,CUB,2021-07-25,8913141
Cuba,CUB,2021-07-26,8945084
Cuba,CUB,2021-07-27,9085122
Cuba,CUB,2021-07-28,9169319
Cuba,CUB,2021-07-30,9650235
Cuba,CUB,2021-07-31,9894050
Cuba,CUB,2021-08-01,10061236
Cuba,CUB,2021-08-02,10267358
Cuba,CUB,2021-08-03,10477630
Cuba,CUB,2021-08-04,10616592
Cuba,CUB,2021-08-05,10713247
Cuba,CUB,2021-08-06,10786407
Cuba,CUB,2021-08-07,10828013
Cuba,CUB,2021-08-08,10848920
Cuba,CUB,2021-08-09,10919750
Cuba,CUB,2021-08-10,11001829
Cuba,CUB,2021-08-11,11059697
Cuba,CUB,2021-08-12,11233885
Cuba,CUB,2021-08-13,11409451
Cuba,CUB,2021-08-14,11632638
Cuba,CUB,2021-08-15,12070621
Cuba,CUB,2021-08-16,12225378
Cuba,CUB,2021-08-17,12287005
Cuba,CUB,2021-08-18,12320691
Cuba,CUB,2021-08-19,12350386
Cuba,CUB,2021-08-20,12429970
Cuba,CUB,2021-08-21,12506728
Cuba,CUB,2021-08-22,12587550
Curacao,CUW,2021-03-29,19609
Curacao,CUW,2021-03-30,20485
Curacao,CUW,2021-04-01,22339
Curacao,CUW,2021-04-05,28137
Curacao,CUW,2021-04-06,30206
Curacao,CUW,2021-04-07,32330
Curacao,CUW,2021-04-08,34130
Curacao,CUW,2021-04-09,36866
Curacao,CUW,2021-04-10,40648
Curacao,CUW,2021-04-13,49926
Curacao,CUW,2021-04-14,53519
Curacao,CUW,2021-04-15,58175
Curacao,CUW,2021-04-16,61031
Curacao,CUW,2021-04-17,64447
Curacao,CUW,2021-04-19,68760
Curacao,CUW,2021-04-20,71973
Curacao,CUW,2021-04-21,74839
Curacao,CUW,2021-04-22,77687
Curacao,CUW,2021-04-23,80356
Curacao,CUW,2021-04-24,84016
Curacao,CUW,2021-04-25,84716
Curacao,CUW,2021-04-26,86781
Curacao,CUW,2021-04-27,89193
Curacao,CUW,2021-04-28,89746
Curacao,CUW,2021-04-29,93919
Curacao,CUW,2021-04-30,95693
Curacao,CUW,2021-05-01,97496
Curacao,CUW,2021-05-02,97504
Curacao,CUW,2021-05-03,100527
Curacao,CUW,2021-05-04,102803
Curacao,CUW,2021-05-05,105720
Curacao,CUW,2021-05-06,106971
Curacao,CUW,2021-05-08,108202
Curacao,CUW,2021-05-09,109444
Curacao,CUW,2021-05-10,110103
Curacao,CUW,2021-05-11,111446
Curacao,CUW,2021-05-12,112966
Curacao,CUW,2021-05-13,115561
Curacao,CUW,2021-05-14,117613
Curacao,CUW,2021-05-15,120109
Curacao,CUW,2021-05-16,123637
Curacao,CUW,2021-05-17,125633
Curacao,CUW,2021-05-18,129059
Curacao,CUW,2021-05-19,132406
Curacao,CUW,2021-05-20,135302
Curacao,CUW,2021-05-21,139995
Curacao,CUW,2021-05-22,142102
Curacao,CUW,2021-05-23,143089
Curacao,CUW,2021-05-24,144571
Curacao,CUW,2021-05-25,147005
Curacao,CUW,2021-05-26,147350
Curacao,CUW,2021-05-27,148687
Curacao,CUW,2021-05-28,150319
Curacao,CUW,2021-05-29,151302
Curacao,CUW,2021-05-30,152260
Curacao,CUW,2021-05-31,153779
Curacao,CUW,2021-06-01,154426
Curacao,CUW,2021-06-02,155208
Curacao,CUW,2021-06-03,156188
Curacao,CUW,2021-06-04,156456
Curacao,CUW,2021-06-05,157135
Curacao,CUW,2021-06-06,157556
Curacao,CUW,2021-06-07,158274
Curacao,CUW,2021-06-08,158977
Curacao,CUW,2021-06-09,159552
Curacao,CUW,2021-06-10,160026
Curacao,CUW,2021-06-11,160585
Curacao,CUW,2021-06-12,161143
Curacao,CUW,2021-06-13,161498
Curacao,CUW,2021-06-14,162024
Curacao,CUW,2021-06-15,162453
Curacao,CUW,2021-06-16,162833
Curacao,CUW,2021-06-17,163189
Curacao,CUW,2021-06-18,163693
Curacao,CUW,2021-06-19,164039
Curacao,CUW,2021-06-20,164397
Curacao,CUW,2021-06-21,164581
Curacao,CUW,2021-06-22,164881
Curacao,CUW,2021-06-23,165266
Curacao,CUW,2021-06-24,165545
Curacao,CUW,2021-06-25,165936
Curacao,CUW,2021-06-26,166168
Curacao,CUW,2021-06-27,166466
Curacao,CUW,2021-06-28,166942
Curacao,CUW,2021-06-29,167151
Curacao,CUW,2021-06-30,167493
Curacao,CUW,2021-07-01,167589
Curacao,CUW,2021-07-02,167673
Curacao,CUW,2021-07-03,167952
Curacao,CUW,2021-07-04,168003
Curacao,CUW,2021-07-06,168493
Curacao,CUW,2021-07-07,168879
Curacao,CUW,2021-07-09,169429
Curacao,CUW,2021-07-10,169974
Curacao,CUW,2021-07-13,170473
Curacao,CUW,2021-07-14,170857
Curacao,CUW,2021-07-15,171241
Curacao,CUW,2021-07-16,171286
Curacao,CUW,2021-07-17,171810
Curacao,CUW,2021-07-18,171832
Curacao,CUW,2021-07-19,172239
Curacao,CUW,2021-07-20,172271
Curacao,CUW,2021-07-21,172696
Curacao,CUW,2021-07-22,172926
Curacao,CUW,2021-07-23,173010
Curacao,CUW,2021-07-24,173470
Curacao,CUW,2021-07-27,173812
Curacao,CUW,2021-07-28,174286
Curacao,CUW,2021-07-30,174524
Curacao,CUW,2021-07-31,175129
Curacao,CUW,2021-08-03,175562
Curacao,CUW,2021-08-04,175813
Curacao,CUW,2021-08-06,175931
Curacao,CUW,2021-08-07,176768
Curacao,CUW,2021-08-09,177123
Curacao,CUW,2021-08-10,177321
Curacao,CUW,2021-08-11,178110
Curacao,CUW,2021-08-13,178318
Curacao,CUW,2021-08-14,179137
Curacao,CUW,2021-08-17,179277
Curacao,CUW,2021-08-18,179876
Curacao,CUW,2021-08-20,179997
Curacao,CUW,2021-08-21,180643
Curacao,CUW,2021-08-24,180730
Cyprus,CYP,2021-01-06,3901
Cyprus,CYP,2021-01-10,6035
Cyprus,CYP,2021-01-16,10226
Cyprus,CYP,2021-01-23,17739
Cyprus,CYP,2021-01-30,25519
Cyprus,CYP,2021-02-06,32837
Cyprus,CYP,2021-02-13,44429
Cyprus,CYP,2021-02-20,56791
Cyprus,CYP,2021-02-23,64562
Cyprus,CYP,2021-02-26,76176
Cyprus,CYP,2021-03-07,99275
Cyprus,CYP,2021-03-20,129438
Cyprus,CYP,2021-04-03,161526
Cyprus,CYP,2021-04-07,174626
Cyprus,CYP,2021-04-09,183225
Cyprus,CYP,2021-04-16,202441
Cyprus,CYP,2021-04-19,214675
Cyprus,CYP,2021-04-20,219654
Cyprus,CYP,2021-04-21,224352
Cyprus,CYP,2021-04-23,236265
Cyprus,CYP,2021-05-01,287816
Cyprus,CYP,2021-05-06,332423
Cyprus,CYP,2021-05-10,371430
Cyprus,CYP,2021-05-11,384639
Cyprus,CYP,2021-05-12,400004
Cyprus,CYP,2021-05-14,424489
Cyprus,CYP,2021-05-16,434550
